Gene_set,Selected,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Molecular_Function_2021,,CoA-ligase activity (GO:0016405),2/14,0.802186703,0.999995945,0,0,0.666499917,0.146905847,ACSS3;ACSBG1
GO_Molecular_Function_2021,,LRR domain binding (GO:0030275),2/14,0.802186703,0.999995945,0,0,0.666499917,0.146905847,PAWR;ROBO1
GO_Molecular_Function_2021,,protein kinase C activity (GO:0004697),2/14,0.802186703,0.999995945,0,0,0.666499917,0.146905847,CCL3;PRKD1
GO_Molecular_Function_2021,,cysteine-type endopeptidase activity (GO:0004197),18/105,0.802274672,0.999995945,0,0,0.826806838,0.182149057,USP6;USP9Y;USP17L10;USP17L2;USP17L3;USP17L1;CAPN13;USP17L7;USP17L4;CAPN8;SFRP1;UCHL1;CAPN9;CASP12;CAPN6;USP17L8;CTSF;CLC
GO_Molecular_Function_2021,,aminopeptidase activity (GO:0004177),4/27,0.817897321,0.999995945,0,0,0.695347521,0.139777698,ENPEP;MMP16;MMP15;TRHDE
GO_Molecular_Function_2021,,nucleosomal DNA binding (GO:0031492),5/33,0.818092849,0.999995945,0,0,0.713928124,0.14334209,H1-8;HMGA2;H1-1;H1-0;H1-3
GO_Molecular_Function_2021,,ephrin receptor binding (GO:0046875),3/21,0.821439396,0.999995945,0,0,0.666416479,0.1310822,EFNB2;EFNA2;ANKS1B
GO_Molecular_Function_2021,,lysophospholipase activity (GO:0004622),3/21,0.821439396,0.999995945,0,0,0.666416479,0.1310822,ASPG;ENPP2;CLC
GO_Molecular_Function_2021,,protein kinase C binding (GO:0005080),7/45,0.823476646,0.999995945,0,0,0.736380772,0.143019939,DSP;NELL2;IRS1;CAVIN2;CAVIN3;TRPV4;AVPR1A
GO_Molecular_Function_2021,,protein heterodimerization activity (GO:0046982),33/188,0.824397392,0.999995945,0,0,0.850378526,0.164210298,ROPN1B;PGLYRP4;TENM2;TENM3;TENM4;MTTP;PDGFA;ATP1A2;CD3E;ADRA1B;ADD2;CREB3L3;SOHLH1;ERBB3;IL12B;GPHA2;ARNT2;ABCG5;FZD4;KRT1;FZD9;ATP1B2;SLC51B;ADRA2C;ADRA2A;NPAS4;MLXIPL;NR4A1;TUBB2B;CEACAM6;AGTR1;CEACAM8;ABCG4
GO_Molecular_Function_2021,,aldehyde-lyase activity (GO:0016832),1/8,0.832285575,0.999995945,0,0,0.571321402,0.104882987,HOGA1
GO_Molecular_Function_2021,,arginine binding (GO:0034618),1/8,0.832285575,0.999995945,0,0,0.571321402,0.104882987,NOS3
GO_Molecular_Function_2021,,aryl hydrocarbon receptor binding (GO:0017162),1/8,0.832285575,0.999995945,0,0,0.571321402,0.104882987,ARNT2
GO_Molecular_Function_2021,,ATP-gated ion channel activity (GO:0035381),1/8,0.832285575,0.999995945,0,0,0.571321402,0.104882987,P2RX6
GO_Molecular_Function_2021,,calcium-dependent protein kinase activity (GO:0010857),1/8,0.832285575,0.999995945,0,0,0.571321402,0.104882987,CAMK4
GO_Molecular_Function_2021,,cAMP-dependent protein kinase inhibitor activity (GO:0004862),1/8,0.832285575,0.999995945,0,0,0.571321402,0.104882987,PKIA
GO_Molecular_Function_2021,,cuprous ion binding (GO:1903136),1/8,0.832285575,0.999995945,0,0,0.571321402,0.104882987,SNCG
GO_Molecular_Function_2021,,cyclin-dependent protein serine/threonine kinase activator activity (GO:0061575),1/8,0.832285575,0.999995945,0,0,0.571321402,0.104882987,CDK5R2
GO_Molecular_Function_2021,,disulfide oxidoreductase activity (GO:0015036),1/8,0.832285575,0.999995945,0,0,0.571321402,0.104882987,PDIA2
GO_Molecular_Function_2021,,glycine transmembrane transporter activity (GO:0015187),1/8,0.832285575,0.999995945,0,0,0.571321402,0.104882987,SLC36A3
GO_Molecular_Function_2021,,iron ion transmembrane transporter activity (GO:0005381),1/8,0.832285575,0.999995945,0,0,0.571321402,0.104882987,SLC11A1
GO_Molecular_Function_2021,,L-glutamine transmembrane transporter activity (GO:0015186),1/8,0.832285575,0.999995945,0,0,0.571321402,0.104882987,SLC38A3
GO_Molecular_Function_2021,,NMDA glutamate receptor activity (GO:0004972),1/8,0.832285575,0.999995945,0,0,0.571321402,0.104882987,GRIN1
GO_Molecular_Function_2021,,O-acetyltransferase activity (GO:0016413),1/8,0.832285575,0.999995945,0,0,0.571321402,0.104882987,IFNB1
GO_Molecular_Function_2021,,"oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor (GO:0016653)",1/8,0.832285575,0.999995945,0,0,0.571321402,0.104882987,CYB5R2
GO_Molecular_Function_2021,,peptidyl-proline 4-dioxygenase activity (GO:0031545),1/8,0.832285575,0.999995945,0,0,0.571321402,0.104882987,EGLN3
GO_Molecular_Function_2021,,phosphatidylinositol phosphate 5-phosphatase activity (GO:0034595),1/8,0.832285575,0.999995945,0,0,0.571321402,0.104882987,INPP5J
GO_Molecular_Function_2021,,poly(G) binding (GO:0034046),1/8,0.832285575,0.999995945,0,0,0.571321402,0.104882987,ATXN1
GO_Molecular_Function_2021,,protein kinase B binding (GO:0043422),1/8,0.832285575,0.999995945,0,0,0.571321402,0.104882987,ANKRD2
GO_Molecular_Function_2021,,serine transmembrane transporter activity (GO:0022889),1/8,0.832285575,0.999995945,0,0,0.571321402,0.104882987,SLC7A10
GO_Molecular_Function_2021,,siRNA binding (GO:0035197),1/8,0.832285575,0.999995945,0,0,0.571321402,0.104882987,TLR7
GO_Molecular_Function_2021,,sulfurtransferase activity (GO:0016783),1/8,0.832285575,0.999995945,0,0,0.571321402,0.104882987,MOCOS
GO_Molecular_Function_2021,,tubulin-glutamic acid ligase activity (GO:0070740),1/8,0.832285575,0.999995945,0,0,0.571321402,0.104882987,TTLL2
GO_Molecular_Function_2021,,type II transforming growth factor beta receptor binding (GO:0005114),1/8,0.832285575,0.999995945,0,0,0.571321402,0.104882987,TGFBR3L
GO_Molecular_Function_2021,,clathrin adaptor activity (GO:0035615),2/15,0.832976794,0.999995945,0,0,0.615192211,0.112426066,STON1;AP1M2
GO_Molecular_Function_2021,,cysteine-type endopeptidase activator activity involved in apoptotic process (GO:0008656),2/15,0.832976794,0.999995945,0,0,0.615192211,0.112426066,NLRP12;NKX3-1
GO_Molecular_Function_2021,,cysteine-type endopeptidase activity involved in apoptotic process (GO:0097153),2/15,0.832976794,0.999995945,0,0,0.615192211,0.112426066,CASP12;CLC
GO_Molecular_Function_2021,,Lys48-specific deubiquitinase activity (GO:1990380),2/15,0.832976794,0.999995945,0,0,0.615192211,0.112426066,OTUD7B;MINDY4B
GO_Molecular_Function_2021,,regulatory RNA binding (GO:0061980),6/40,0.838930841,0.999995945,0,0,0.705440514,0.123894405,PIWIL2;SOX2;LIN28A;DND1;TLR7;TEX19
GO_Molecular_Function_2021,,poly-purine tract binding (GO:0070717),4/28,0.840001236,0.999995945,0,0,0.666333,0.116176435,KHDRBS2;ATXN1;ELAVL4;PABPC4L
GO_Molecular_Function_2021,,RNA polymerase II-specific DNA-binding transcription factor binding (GO:0061629),33/190,0.84202937,0.999995945,0,0,0.839439709,0.144333586,BEX1;TCF23;GATA1;DLL1;TBXT;HNF4A;GSC;HEY2;TBX20;ANKRD1;HES1;ANKRD2;PITX1;PPARGC1A;HES6;ARNT2;POU1F1;PRRX1;NR1H4;PROX1;DUSP26;TBX3;FAM220A;NFKBIA;AR;GFI1B;LHX3;TAL1;PPARG;TACC2;ZFPM1;FBP1;MIXL1
GO_Molecular_Function_2021,,phosphatase binding (GO:0019902),19/114,0.843982131,0.999995945,0,0,0.799045466,0.135537254,SPTBN4;SH2D4A;SIGLEC11;FLT4;ITGA1;ANK1;PTK2;EGFR;MYO16;SYTL2;SLC9A3R2;CDH5;SH3RF2;SPRED1;PPP1R3C;LCK;ROS1;MET;PDLIM4
GO_Molecular_Function_2021,,phospholipid transfer activity (GO:0120014),3/22,0.845653393,0.999995945,0,0,0.631302424,0.10583514,GLTPD2;MTTP;TNFAIP8L3
GO_Molecular_Function_2021,,poly(A) binding (GO:0008143),3/22,0.845653393,0.999995945,0,0,0.631302424,0.10583514,KHDRBS2;ELAVL4;PABPC4L
GO_Molecular_Function_2021,,poly(U) RNA binding (GO:0008266),3/22,0.845653393,0.999995945,0,0,0.631302424,0.10583514,ATXN1;IFIT5;PABPC4L
GO_Molecular_Function_2021,,zinc ion binding (GO:0008270),60/336,0.85567222,0.999995945,0,0,0.867578901,0.135227698,ADAMDEC1;TES;HHIP;DPYS;MT1M;GLI2;RPH3A;RNF112;MT2A;SHH;ADAMTS3;ZNF208;ENPP2;DPF3;ENPP1;ZNF205;ENPP3;ENPP5;ZFP37;CPA2;MME;BHMT2;MMP8;MMP12;ACE2;MMP16;PAPPA;MMP23B;MT1F;MT1G;PPARG;ADAM8;S100A9;SMPDL3A;S100A8;MT1E;S100A7;PAPPA2;PRKN;ENPEP;ASAH2;ADH1B;ADH1A;CRIP2;MEFV;TMEM163;CRIP1;TRHDE;GLRA1;S100A12;EGR1;ADAM33;ADAM30;MT3;BHMT;ALPP;SEMG1;ZACN;TNP2;ZNF214
GO_Molecular_Function_2021,,"ATPase activity, coupled to transmembrane movement of ions, rotational mechanism (GO:0044769)",2/16,0.859366639,0.999995945,0,0,0.571214179,0.086573008,ATP6V0A4;ATP6V0D2
GO_Molecular_Function_2021,,CoA hydrolase activity (GO:0016289),2/16,0.859366639,0.999995945,0,0,0.571214179,0.086573008,ACOT12;ACOT6
GO_Molecular_Function_2021,,organic cation transmembrane transporter activity (GO:0015101),2/16,0.859366639,0.999995945,0,0,0.571214179,0.086573008,SLC22A3;SLC22A1
GO_Molecular_Function_2021,,phosphatidylinositol-5-phosphate binding (GO:0010314),2/16,0.859366639,0.999995945,0,0,0.571214179,0.086573008,PLA2G4E;RUBCNL
GO_Molecular_Function_2021,,"proton-transporting ATPase activity, rotational mechanism (GO:0046961)",2/16,0.859366639,0.999995945,0,0,0.571214179,0.086573008,ATP6V0A4;ATP6V0D2
GO_Molecular_Function_2021,,ubiquitin conjugating enzyme binding (GO:0031624),4/29,0.859804353,0.999995945,0,0,0.63963964,0.096617831,PRKN;SIAH3;RNF217;FOXL2
GO_Molecular_Function_2021,,acyl-CoA dehydrogenase activity (GO:0003995),1/9,0.865841589,0.999995945,0,0,0.499874969,0.072008644,ACADL
GO_Molecular_Function_2021,,armadillo repeat domain binding (GO:0070016),1/9,0.865841589,0.999995945,0,0,0.499874969,0.072008644,LEF1
GO_Molecular_Function_2021,,aryl sulfotransferase activity (GO:0004062),1/9,0.865841589,0.999995945,0,0,0.499874969,0.072008644,SULT1C2
GO_Molecular_Function_2021,,dipeptidase activity (GO:0016805),1/9,0.865841589,0.999995945,0,0,0.499874969,0.072008644,DPEP3
GO_Molecular_Function_2021,,"endodeoxyribonuclease activity, producing 3'-phosphomonoesters (GO:0016889)",1/9,0.865841589,0.999995945,0,0,0.499874969,0.072008644,DNASE2B
GO_Molecular_Function_2021,,guanosine-diphosphatase activity (GO:0004382),1/9,0.865841589,0.999995945,0,0,0.499874969,0.072008644,ENTPD2
GO_Molecular_Function_2021,,histone demethylase activity (H3-K4 specific) (GO:0032453),1/9,0.865841589,0.999995945,0,0,0.499874969,0.072008644,KDM5D
GO_Molecular_Function_2021,,"oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor (GO:0016641)",1/9,0.865841589,0.999995945,0,0,0.499874969,0.072008644,DAO
GO_Molecular_Function_2021,,phosphatidylethanolamine binding (GO:0008429),1/9,0.865841589,0.999995945,0,0,0.499874969,0.072008644,MAP1LC3A
GO_Molecular_Function_2021,,phosphatidylinositol transfer activity (GO:0008526),1/9,0.865841589,0.999995945,0,0,0.499874969,0.072008644,TNFAIP8L3
GO_Molecular_Function_2021,,"phosphatidylinositol-4,5-bisphosphate phosphatase activity (GO:0106019)",1/9,0.865841589,0.999995945,0,0,0.499874969,0.072008644,INPP5J
GO_Molecular_Function_2021,,single-stranded DNA exodeoxyribonuclease activity (GO:0008297),1/9,0.865841589,0.999995945,0,0,0.499874969,0.072008644,MEIOB
GO_Molecular_Function_2021,,tumor necrosis factor-activated receptor activity (GO:0005031),1/9,0.865841589,0.999995945,0,0,0.499874969,0.072008644,TNFRSF4
GO_Molecular_Function_2021,,uridine-diphosphatase activity (GO:0045134),1/9,0.865841589,0.999995945,0,0,0.499874969,0.072008644,ENTPD2
GO_Molecular_Function_2021,,pyrophosphate hydrolysis-driven proton transmembrane transporter activity (GO:0009678),3/23,0.866959836,0.999995945,0,0,0.599699775,0.085614716,ATP6V0A4;ATP2C2;ATP6V0D2
GO_Molecular_Function_2021,,NADP binding (GO:0050661),5/36,0.873323851,0.999995945,0,0,0.644717187,0.087326188,HSD11B1;NOS3;NOX5;CRYM;NOX1
GO_Molecular_Function_2021,,transition metal ion binding (GO:0046914),80/445,0.873350776,0.999995945,0,0,0.874196254,0.118381907,MOXD1;ADAMDEC1;TES;DPYS;HHIP;MT1M;GLI2;RPH3A;RNF112;SHH;MT2A;ADAMTS3;ZNF208;ENPP2;DPF3;ENPP1;ZNF205;ENPP3;LARGE1;ZFP37;LARGE2;ENPP5;PRND;CPA2;MME;BHMT2;MMP8;MMP12;ACE2;MMP16;DCT;PAPPA;MMP23B;MPPED2;MT1F;MT1G;FAM20C;PPARG;ADAM8;S100A9;SMPDL3A;S100A8;S100A7;MT1E;PAPPA2;LTF;PRKN;ENPEP;ASAH2;MTARC2;ADH1B;ADH1A;ALOX15;CRIP2;MEFV;TMEM163;CRIP1;TRHDE;GLRA1;AGMO;ALOX5;MGAT5B;GPC1;S100A12;MGAT2;PCK1;EGR1;GALNT3;NOS3;ADAM33;ADAM30;ALOX15B;MT3;SOD3;BHMT;ALPP;SEMG1;ZACN;TNP2;ZNF214
GO_Molecular_Function_2021,,microtubule binding (GO:0008017),40/232,0.873841166,0.999995945,0,0,0.831649832,0.112153512,SPEF1;FMN1;SPATA4;KIF17;FTCD;KIF19;MAP1LC3A;CAPN6;MAP2;MAP1LC3C;KIF5C;KIF5A;MAP6;NEFM;KIF1A;TPPP;FSD1;NEFH;MAP9;DYNC1I1;MX1;MTUS1;MTUS2;EML1;MID2;DCDC1;RP1;NAV3;KIF26A;HOOK1;SNPH;GJB6;TRPV4;CCDC170;EZR;FGF13;SAXO1;S100A9;HDGFL3;S100A8
GO_Molecular_Function_2021,,ribonuclease activity (GO:0004540),10/66,0.875477385,0.999995945,0,0,0.713569638,0.094894743,PIWIL2;ERN2;AZGP1;RNASE8;RNASE7;RNASE13;RNASE3;RNASE12;RNASE2;RNASE1
GO_Molecular_Function_2021,,low-density lipoprotein particle binding (GO:0030169),2/17,0.881884271,0.999995945,0,0,0.533099883,0.067007693,CRP;PCSK9
GO_Molecular_Function_2021,,MHC class I protein binding (GO:0042288),2/17,0.881884271,0.999995945,0,0,0.533099883,0.067007693,LILRB1;LILRB2
GO_Molecular_Function_2021,,flavin adenine dinucleotide binding (GO:0050660),8/55,0.884762909,0.999995945,0,0,0.680211487,0.083282081,CYB5R2;ACOXL;DAO;ACADL;NOS3;MICAL2;NOX5;XDH
GO_Molecular_Function_2021,,lipoprotein particle binding (GO:0071813),3/24,0.88562646,0.999995945,0,0,0.571106902,0.069366655,CRP;PCSK9;GPIHBP1
GO_Molecular_Function_2021,,"phosphotransferase activity, phosphate group as acceptor (GO:0016776)",3/24,0.88562646,0.999995945,0,0,0.571106902,0.069366655,ITPKA;AK5;IP6K3
GO_Molecular_Function_2021,,protein kinase inhibitor activity (GO:0004860),6/43,0.88570872,0.999995945,0,0,0.64812083,0.078660572,SPRED1;SOCS1;CAMK2N1;SPRY4;SH3BP5;PARVA
GO_Molecular_Function_2021,,1-phosphatidylinositol-3-kinase activity (GO:0016303),1/10,0.892685038,0.999995945,0,0,0.444305521,0.050438212,PIK3R3
GO_Molecular_Function_2021,,activin receptor binding (GO:0070697),1/10,0.892685038,0.999995945,0,0,0.444305521,0.050438212,INHBA
GO_Molecular_Function_2021,,ATP transmembrane transporter activity (GO:0005347),1/10,0.892685038,0.999995945,0,0,0.444305521,0.050438212,SLC25A41
GO_Molecular_Function_2021,,co-SMAD binding (GO:0070410),1/10,0.892685038,0.999995945,0,0,0.444305521,0.050438212,USP9Y
GO_Molecular_Function_2021,,cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:0097199),1/10,0.892685038,0.999995945,0,0,0.444305521,0.050438212,CASP12
GO_Molecular_Function_2021,,eukaryotic initiation factor 4E binding (GO:0008190),1/10,0.892685038,0.999995945,0,0,0.444305521,0.050438212,C8ORF88
GO_Molecular_Function_2021,,histone methyltransferase activity (H3-K9 specific) (GO:0046974),1/10,0.892685038,0.999995945,0,0,0.444305521,0.050438212,MECOM
GO_Molecular_Function_2021,,leucine zipper domain binding (GO:0043522),1/10,0.892685038,0.999995945,0,0,0.444305521,0.050438212,PAWR
GO_Molecular_Function_2021,,Tat protein binding (GO:0030957),1/10,0.892685038,0.999995945,0,0,0.444305521,0.050438212,DLL1
GO_Molecular_Function_2021,,UDP-glucosyltransferase activity (GO:0035251),1/10,0.892685038,0.999995945,0,0,0.444305521,0.050438212,GYS2
GO_Molecular_Function_2021,,alpha-tubulin binding (GO:0043014),4/31,0.89317617,0.999995945,0,0,0.592184777,0.066899966,PACRG;FAM110C;TRPV4;TRIM36
GO_Molecular_Function_2021,,Hsp70 protein binding (GO:0030544),4/31,0.89317617,0.999995945,0,0,0.592184777,0.066899966,PRKN;PACRG;CYP1A1;NOD2
GO_Molecular_Function_2021,,DNA-binding transcription factor binding (GO:0140297),35/208,0.89390921,0.999995945,0,0,0.807564746,0.090569245,YAP1;BEX1;TCF23;PRDM5;FHL2;TWIST1;GATA1;TBXT;HNF4A;GSC;HEY2;TBX20;ANKRD1;HES1;ANKRD2;PITX1;RUNX1T1;NKX3-1;HES6;TLE2;POU1F1;PRRX1;DUSP26;TLE7;TLE6;TBX3;AR;GFI1B;LHX3;TAL1;TFDP3;PPARG;ZFPM1;FBP1;MIXL1
GO_Molecular_Function_2021,,guanyl ribonucleotide binding (GO:0032561),36/214,0.897117922,0.999995945,0,0,0.80725405,0.087641928,DIRAS3;RAB3B;RASL12;TUBAL3;RRAD;DIRAS1;SEPTIN12;GIMAP7;RND3;RNF112;REM1;PDE11A;TUBA3C;ARL5C;GNAT1;PCK1;GBP1;RAB8B;TGM2;GBP7;RAB39A;TUBB8B;RRAS2;SEPTIN4;TUBB4A;TUBA4B;GEM;TUBB2B;TUBB2A;RAB31;PDE10A;MPPED2;RHOJ;CNGB3;RAB17;CNGB1
GO_Molecular_Function_2021,,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor (GO:0016628)",2/18,0.901022571,0.999995945,0,0,0.499749875,0.052086416,PECR;BLVRB
GO_Molecular_Function_2021,,phosphatidylcholine transporter activity (GO:0008525),2/18,0.901022571,0.999995945,0,0,0.499749875,0.052086416,MTTP;ATP10A
GO_Molecular_Function_2021,,tubulin binding (GO:0015631),53/307,0.901413658,0.999995945,0,0,0.832425305,0.086398269,SPEF1;STMN4;FMN1;KIF17;FTCD;GJA1;KIF19;MAP1LC3A;CAPN6;MAP1LC3C;KIF5C;FAM110C;KIF5A;NEFM;KIF1A;NEFH;PACRG;MTUS1;MTUS2;EML1;MID2;RP1;NAV3;SNPH;PPP1R42;EZR;ARHGEF7;SAXO1;S100A9;HDGFL3;S100A8;PRKN;SPATA4;NCALD;MAP2;NLRP5;MAP6;TPPP;FSD1;MAP9;DYNC1I1;MX1;DCDC1;TPPP3;TPPP2;TTLL2;KIF26A;HOOK1;GJB6;TRPV4;CCDC170;TRIM36;FGF13
GO_Molecular_Function_2021,,FAD binding (GO:0071949),3/25,0.90191549,0.999995945,0,0,0.54511338,0.056274483,CYB5R2;DAO;MICAL2
GO_Molecular_Function_2021,,poly-pyrimidine tract binding (GO:0008187),3/25,0.90191549,0.999995945,0,0,0.54511338,0.056274483,ATXN1;IFIT5;PABPC4L
GO_Molecular_Function_2021,,protein-cysteine S-palmitoyltransferase activity (GO:0019706),3/25,0.90191549,0.999995945,0,0,0.54511338,0.056274483,ZDHHC19;ZDHHC22;ZDHHC11B
GO_Molecular_Function_2021,,beta-tubulin binding (GO:0048487),4/32,0.907082921,0.999995945,0,0,0.570999571,0.055684683,PACRG;TRPV4;GJB6;FGF13
GO_Molecular_Function_2021,,single-stranded RNA binding (GO:0003727),6/45,0.91004064,0.999995945,0,0,0.614806826,0.057955393,ZFR2;IFIT5;TLR7;L1TD1;ADARB2;A1CF
GO_Molecular_Function_2021,,3'-5'-exodeoxyribonuclease activity (GO:0008296),1/11,0.914158437,0.999995945,0,0,0.399849962,0.035887085,MEIOB
GO_Molecular_Function_2021,,carbohydrate kinase activity (GO:0019200),1/11,0.914158437,0.999995945,0,0,0.399849962,0.035887085,HK3
GO_Molecular_Function_2021,,death domain binding (GO:0070513),1/11,0.914158437,0.999995945,0,0,0.399849962,0.035887085,DAPL1
GO_Molecular_Function_2021,,DNA-(apurinic or apyrimidinic site) endonuclease activity (GO:0003906),1/11,0.914158437,0.999995945,0,0,0.399849962,0.035887085,HMGA2
GO_Molecular_Function_2021,,histone methyltransferase activity (H3-K36 specific) (GO:0046975),1/11,0.914158437,0.999995945,0,0,0.399849962,0.035887085,PRDM7
GO_Molecular_Function_2021,,MAP kinase kinase kinase activity (GO:0004709),1/11,0.914158437,0.999995945,0,0,0.399849962,0.035887085,EGFR
GO_Molecular_Function_2021,,"phosphotransferase activity, for other substituted phosphate groups (GO:0016780)",1/11,0.914158437,0.999995945,0,0,0.399849962,0.035887085,SGMS2
GO_Molecular_Function_2021,,protein-arginine N-methyltransferase activity (GO:0016274),1/11,0.914158437,0.999995945,0,0,0.399849962,0.035887085,PRMT8
GO_Molecular_Function_2021,,purine ribonucleotide transmembrane transporter activity (GO:0005346),1/11,0.914158437,0.999995945,0,0,0.399849962,0.035887085,SLC25A41
GO_Molecular_Function_2021,,retinoid X receptor binding (GO:0046965),1/11,0.914158437,0.999995945,0,0,0.399849962,0.035887085,PPARG
GO_Molecular_Function_2021,,thioesterase binding (GO:0031996),1/11,0.914158437,0.999995945,0,0,0.399849962,0.035887085,ADRA2A
GO_Molecular_Function_2021,,transferrin receptor binding (GO:1990459),1/11,0.914158437,0.999995945,0,0,0.399849962,0.035887085,TF
GO_Molecular_Function_2021,,vinculin binding (GO:0017166),1/11,0.914158437,0.999995945,0,0,0.399849962,0.035887085,SYNM
GO_Molecular_Function_2021,,nucleotidyltransferase activity (GO:0016779),2/19,0.917232204,0.999995945,0,0,0.470323397,0.04063341,TERT;DNTT
GO_Molecular_Function_2021,,phosphatidic acid binding (GO:0070300),2/19,0.917232204,0.999995945,0,0,0.470323397,0.04063341,PLEKHN1;MARK1
GO_Molecular_Function_2021,,RNA methyltransferase activity (GO:0008173),2/19,0.917232204,0.999995945,0,0,0.470323397,0.04063341,TRMT9B;FBLL1
GO_Molecular_Function_2021,,proton transmembrane transporter activity (GO:0015078),5/40,0.924286044,0.999995945,0,0,0.570892187,0.044948445,CLCN4;NOX5;OTOP2;COX7A1;ATP6V1B1
GO_Molecular_Function_2021,,acylglycerol O-acyltransferase activity (GO:0016411),2/20,0.930918787,0.999995945,0,0,0.444166528,0.031794878,DGAT2;MOGAT1
GO_Molecular_Function_2021,,tau-protein kinase activity (GO:0050321),2/20,0.930918787,0.999995945,0,0,0.444166528,0.031794878,BRSK2;MARK1
GO_Molecular_Function_2021,,"2 iron, 2 sulfur cluster binding (GO:0051537)",1/12,0.93133585,0.999995945,0,0,0.363477233,0.025856071,XDH
GO_Molecular_Function_2021,,adenine nucleotide transmembrane transporter activity (GO:0000295),1/12,0.93133585,0.999995945,0,0,0.363477233,0.025856071,SLC25A41
GO_Molecular_Function_2021,,carbohydrate:cation symporter activity (GO:0005402),1/12,0.93133585,0.999995945,0,0,0.363477233,0.025856071,SLC5A1
GO_Molecular_Function_2021,,phosphatidylinositol 3-kinase activity (GO:0035004),1/12,0.93133585,0.999995945,0,0,0.363477233,0.025856071,PIK3R3
GO_Molecular_Function_2021,,ribosomal large subunit binding (GO:0043023),1/12,0.93133585,0.999995945,0,0,0.363477233,0.025856071,CPEB2
GO_Molecular_Function_2021,,GTPase regulator activity (GO:0030695),38/233,0.935986217,0.999995945,0,0,0.777372216,0.051426692,ARHGAP8;TBC1D3E;TBC1D3F;ARHGEF10L;THY1;TBC1D3D;SIPA1L2;TBC1D3I;RGPD1;RGPD4;TBC1D3G;TBC1D3H;RASGRP3;PREX2;SYDE2;RIMS1;ARHGAP42;ARHGAP20;ARHGAP40;RGS1;SH3BP4;TBC1D12;SLIT2;RGS6;USP6;ARHGAP29;ARAP3;ARHGAP28;SGSM1;ARHGAP32;ARHGAP10;TBC1D3K;TBC1D3;TBC1D4;ADGRB3;RIN2;CPEB2;TBC1D26
GO_Molecular_Function_2021,,protein serine/threonine/tyrosine kinase activity (GO:0004712),3/28,0.938952514,0.999995945,0,0,0.479609707,0.030210794,MAPK10;SBK2;MAP3K9
GO_Molecular_Function_2021,,ubiquitin-like protein conjugating enzyme binding (GO:0044390),4/35,0.939631374,0.999995945,0,0,0.515644677,0.032107975,PRKN;SIAH3;RNF217;FOXL2
GO_Molecular_Function_2021,,signal sequence binding (GO:0005048),5/42,0.942172203,0.999995945,0,0,0.539965497,0.032164241,NPAP1;NFKBIA;POM121L2;PEX5L;KPNA7
GO_Molecular_Function_2021,,pyridoxal phosphate binding (GO:0030170),2/21,0.942442878,0.999995945,0,0,0.420763013,0.024942818,AGXT;THNSL2
GO_Molecular_Function_2021,,acid-thiol ligase activity (GO:0016878),1/13,0.945076562,0.999995945,0,0,0.333166625,0.018820362,ACSS3
GO_Molecular_Function_2021,,cysteine-type endopeptidase activity involved in execution phase of apoptosis (GO:0097200),1/13,0.945076562,0.999995945,0,0,0.333166625,0.018820362,CASP12
GO_Molecular_Function_2021,,I-SMAD binding (GO:0070411),1/13,0.945076562,0.999995945,0,0,0.333166625,0.018820362,SMAD7
GO_Molecular_Function_2021,,NAD+ binding (GO:0070403),1/13,0.945076562,0.999995945,0,0,0.333166625,0.018820362,HPGD
GO_Molecular_Function_2021,,nucleoside-diphosphatase activity (GO:0017110),1/13,0.945076562,0.999995945,0,0,0.333166625,0.018820362,ENTPD2
GO_Molecular_Function_2021,,protein phosphatase activator activity (GO:0072542),1/13,0.945076562,0.999995945,0,0,0.333166625,0.018820362,IGFBP3
GO_Molecular_Function_2021,,RNA 7-methylguanosine cap binding (GO:0000340),1/13,0.945076562,0.999995945,0,0,0.333166625,0.018820362,EIF4E1B
GO_Molecular_Function_2021,,kinesin binding (GO:0019894),3/29,0.948084949,0.999995945,0,0,0.461134312,0.024583611,ARHGEF10;ATCAY;NEFH
GO_Molecular_Function_2021,,mitogen-activated protein kinase binding (GO:0051019),3/29,0.948084949,0.999995945,0,0,0.461134312,0.024583611,DIRAS1;DUSP8;DUSP9
GO_Molecular_Function_2021,,palmitoyltransferase activity (GO:0016409),3/29,0.948084949,0.999995945,0,0,0.461134312,0.024583611,ZDHHC19;ZDHHC22;ZDHHC11B
GO_Molecular_Function_2021,,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor (GO:0016616)",12/87,0.948977993,0.999995945,0,0,0.63891675,0.03345986,LDHC;MIOX;HPGD;HSD3B2;DHRS9;ADH1B;ADH1A;CYP4A22;SDR9C7;AKR1C4;DHRS3;LDHAL6B
GO_Molecular_Function_2021,,adenylyltransferase activity (GO:0070566),2/22,0.952121772,0.999995945,0,0,0.39969985,0.01961021,PAPOLB;OASL
GO_Molecular_Function_2021,,bHLH transcription factor binding (GO:0043425),2/22,0.952121772,0.999995945,0,0,0.39969985,0.01961021,FHL2;TWIST1
