Gene_set,Group,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,,positive regulation of tissue remodeling (GO:0034105),01岿 10老,0.892685038,0.99999635,0,0,0.444305521,0.050438212,IL12B
GO_Biological_Process_2021,,positive regulation of transcription by RNA polymerase III (GO:0045945),01岿 10老,0.892685038,0.99999635,0,0,0.444305521,0.050438212,AR
GO_Biological_Process_2021,,primary alcohol catabolic process (GO:0034310),01岿 10老,0.892685038,0.99999635,0,0,0.444305521,0.050438212,HAO1
GO_Biological_Process_2021,,production of siRNA involved in RNA interference (GO:0030422),01岿 10老,0.892685038,0.99999635,0,0,0.444305521,0.050438212,TERT
GO_Biological_Process_2021,,receptor recycling (GO:0001881),01岿 10老,0.892685038,0.99999635,0,0,0.444305521,0.050438212,REP15
GO_Biological_Process_2021,,regulation of axon guidance (GO:1902667),01岿 10老,0.892685038,0.99999635,0,0,0.444305521,0.050438212,TUBB2B
GO_Biological_Process_2021,,regulation of carbohydrate biosynthetic process (GO:0043255),01岿 10老,0.892685038,0.99999635,0,0,0.444305521,0.050438212,FBP1
GO_Biological_Process_2021,,regulation of histone phosphorylation (GO:0033127),01岿 10老,0.892685038,0.99999635,0,0,0.444305521,0.050438212,TWIST1
GO_Biological_Process_2021,,regulation of mast cell activation (GO:0033003),01岿 10老,0.892685038,0.99999635,0,0,0.444305521,0.050438212,CRLF2
GO_Biological_Process_2021,,regulation of microtubule nucleation (GO:0010968),01岿 10老,0.892685038,0.99999635,0,0,0.444305521,0.050438212,ARHGEF7
GO_Biological_Process_2021,,regulation of neutrophil migration (GO:1902622),01岿 10老,0.892685038,0.99999635,0,0,0.444305521,0.050438212,OLFM4
GO_Biological_Process_2021,,regulation of peptidyl-lysine acetylation (GO:2000756),01岿 10老,0.892685038,0.99999635,0,0,0.444305521,0.050438212,KLF15
GO_Biological_Process_2021,,regulation of phospholipid metabolic process (GO:1903725),01岿 10老,0.892685038,0.99999635,0,0,0.444305521,0.050438212,GNB3
GO_Biological_Process_2021,,regulation of store-operated calcium entry (GO:2001256),01岿 10老,0.892685038,0.99999635,0,0,0.444305521,0.050438212,HOMER1
GO_Biological_Process_2021,,regulation of T-helper 17 cell differentiation (GO:2000319),01岿 10老,0.892685038,0.99999635,0,0,0.444305521,0.050438212,SMAD7
GO_Biological_Process_2021,,regulation of type B pancreatic cell development (GO:2000074),01岿 10老,0.892685038,0.99999635,0,0,0.444305521,0.050438212,NKX6-1
GO_Biological_Process_2021,,regulation of urine volume (GO:0035809),01岿 10老,0.892685038,0.99999635,0,0,0.444305521,0.050438212,NPPB
GO_Biological_Process_2021,,retinoic acid receptor signaling pathway (GO:0048384),01岿 10老,0.892685038,0.99999635,0,0,0.444305521,0.050438212,PPARG
GO_Biological_Process_2021,,SNARE complex assembly (GO:0035493),01岿 10老,0.892685038,0.99999635,0,0,0.444305521,0.050438212,STXBP6
GO_Biological_Process_2021,,protein-containing complex disassembly (GO:0032984),8/56,0.896342151,0.99999635,0,0,0.665998664,0.072882281,MAP1LC3A;FZD2;MAP1LC3C;WNT3A;CAV1;RUBCNL;WNT8A;LRP6
GO_Biological_Process_2021,,glucose metabolic process (GO:0006006),9/62,0.896547861,0.99999635,0,0,0.678521957,0.074097041,RBP4;ADIPOQ;PGAM2;GAPDHS;APOD;PCK1;FBP1;PPARGC1A;G6PC1
GO_Biological_Process_2021,,negative regulation of programmed cell death (GO:0043069),67/381,0.896568866,0.99999635,0,0,0.851007561,0.092913152,FOXE3;FCMR;KHDC3L;FLT4;FHL2;IFIT3;CX3CL1;AQP1;IGF1R;COMP;TCL1A;SHH;MECOM;SIX4;KDR;FFAR4;PROK2;IL10;OSR1;ANXA5;WNT5A;DKK1;PAX2;POU3F3;GREM1;ARHGAP10;SFRP1;CEACAM5;AVP;NUPR1;BIRC7;CARD14;MET;LTF;AMIGO2;LEF1;GATA6;VTCN1;GATA1;EGFR;PRDX2;TFAP2A;NTRK1;NGFR;EGR3;CDSN;NIBAN2;WFS1;NR1H4;HMGA2;IGF1;POU4F1;MT3;PTK2;TBX3;NFKBIA;BMP4;CAPN13;SH3RF2;IL6;KRT18;CD40LG;GDNF;IL7;WNK3;CD28;VIP
GO_Biological_Process_2021,,iron ion transport (GO:0006826),7/50,0.89688877,0.99999635,0,0,0.650551255,0.070795217,TF;REP15;SLC11A1;ATP6V0A4;ATP6V0D2;LTF;ATP6V1B1
GO_Biological_Process_2021,,regulation of cellular component movement (GO:0051270),7/50,0.89688877,0.99999635,0,0,0.650551255,0.070795217,BTC;ERBB3;ERBB4;NRG1;NRG2;EGFR;EREG
GO_Biological_Process_2021,,positive regulation of protein localization to nucleus (GO:1900182),10/68,0.897294094,0.99999635,0,0,0.688877366,0.074654747,YAP1;CARD10;NGFR;IFNG;TERT;CDH1;PYHIN1;ZIC1;CHP2;FERMT2
GO_Biological_Process_2021,,negative regulation of cellular component organization (GO:0051129),12/80,0.899856271,0.99999635,0,0,0.704997345,0.07439148,AR;TMEFF2;SLN;FAP;CRACD;PON1;NR1H4;IAPP;LILRB1;SOST;PRKD1;TNF
GO_Biological_Process_2021,,3'-UTR-mediated mRNA stabilization (GO:0070935),02岿 18老,0.901022571,0.99999635,0,0,0.499749875,0.052086416,BOLL;ELAVL4
GO_Biological_Process_2021,,adenine nucleotide transport (GO:0051503),02岿 18老,0.901022571,0.99999635,0,0,0.499749875,0.052086416,SLC25A41;CALHM3
GO_Biological_Process_2021,,carbohydrate derivative transport (GO:1901264),02岿 18老,0.901022571,0.99999635,0,0,0.499749875,0.052086416,SLC15A3;SLC28A1
GO_Biological_Process_2021,,establishment of vesicle localization (GO:0051650),02岿 18老,0.901022571,0.99999635,0,0,0.499749875,0.052086416,KIF5C;KIF5A
GO_Biological_Process_2021,,G protein-coupled acetylcholine receptor signaling pathway (GO:0007213),02岿 18老,0.901022571,0.99999635,0,0,0.499749875,0.052086416,CHRM2;CHRM3
GO_Biological_Process_2021,,melanosome transport (GO:0032402),02岿 18老,0.901022571,0.99999635,0,0,0.499749875,0.052086416,MLPH;RAB17
GO_Biological_Process_2021,,mitochondrial fission (GO:0000266),02岿 18老,0.901022571,0.99999635,0,0,0.499749875,0.052086416,PRKN;MX1
GO_Biological_Process_2021,,negative regulation of fibroblast proliferation (GO:0048147),02岿 18老,0.901022571,0.99999635,0,0,0.499749875,0.052086416,SFRP1;DAB2IP
GO_Biological_Process_2021,,negative regulation of Rho protein signal transduction (GO:0035024),02岿 18老,0.901022571,0.99999635,0,0,0.499749875,0.052086416,MYOC;MET
GO_Biological_Process_2021,,negative regulation of signal transduction by p53 class mediator (GO:1901797),02岿 18老,0.901022571,0.99999635,0,0,0.499749875,0.052086416,PRKN;TWIST1
GO_Biological_Process_2021,,pigment granule transport (GO:0051904),02岿 18老,0.901022571,0.99999635,0,0,0.499749875,0.052086416,MLPH;RAB17
GO_Biological_Process_2021,,positive regulation of amyloid-beta formation (GO:1902004),02岿 18老,0.901022571,0.99999635,0,0,0.499749875,0.052086416,IFNG;TNF
GO_Biological_Process_2021,,positive regulation of interleukin-4 production (GO:0032753),02岿 18老,0.901022571,0.99999635,0,0,0.499749875,0.052086416,CD40LG;CD28
GO_Biological_Process_2021,,positive regulation of phosphoprotein phosphatase activity (GO:0032516),02岿 18老,0.901022571,0.99999635,0,0,0.499749875,0.052086416,PDGFRB;ITGA1
GO_Biological_Process_2021,,programmed necrotic cell death (GO:0097300),02岿 18老,0.901022571,0.99999635,0,0,0.499749875,0.052086416,TICAM2;CD14
GO_Biological_Process_2021,,regulation of cellular protein catabolic process (GO:1903362),02岿 18老,0.901022571,0.99999635,0,0,0.499749875,0.052086416,DAB2IP;EZR
GO_Biological_Process_2021,,regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901028),02岿 18老,0.901022571,0.99999635,0,0,0.499749875,0.052086416,FZD9;ZNF205
GO_Biological_Process_2021,,regulation of protein sumoylation (GO:0033233),02岿 18老,0.901022571,0.99999635,0,0,0.499749875,0.052086416,RASD2;EGR1
GO_Biological_Process_2021,,regulation of spindle organization (GO:0090224),02岿 18老,0.901022571,0.99999635,0,0,0.499749875,0.052086416,FSD1;MAP9
GO_Biological_Process_2021,,regulation of phosphoprotein phosphatase activity (GO:0043666),5/38,0.901645724,0.99999635,0,0,0.605567566,0.062696592,PDGFRB;NUAK1;PPP4R4;PPP1R2C;ITGA1
GO_Biological_Process_2021,,negative regulation of response to endoplasmic reticulum stress (GO:1903573),03岿 25老,0.90191549,0.99999635,0,0,0.54511338,0.056274483,PRKN;WFS1;ALOX5
GO_Biological_Process_2021,,positive regulation of ERBB signaling pathway (GO:1901186),03岿 25老,0.90191549,0.99999635,0,0,0.54511338,0.056274483,AGR2;HAP1;AGT
GO_Biological_Process_2021,,positive regulation of peptidyl-threonine phosphorylation (GO:0010800),03岿 25老,0.90191549,0.99999635,0,0,0.54511338,0.056274483,APP;WNK3;CHI3L1
GO_Biological_Process_2021,,regulation of interferon-alpha production (GO:0032647),03岿 25老,0.90191549,0.99999635,0,0,0.54511338,0.056274483,IL10;PTPRS;TLR7
GO_Biological_Process_2021,,organonitrogen compound catabolic process (GO:1901565),9/63,0.906659949,0.99999635,0,0,0.665914975,0.065251555,ENPEP;GADL1;ENPP2;PRSS16;PLA2G5;ALLC;TRHDE;PLA2G7;ELANE
GO_Biological_Process_2021,,cellular response to topologically incorrect protein (GO:0035967),4/32,0.907082921,0.99999635,0,0,0.570999571,0.055684683,PRKN;PACRG;HSPA6;DAB2IP
GO_Biological_Process_2021,,peptidyl-proline modification (GO:0018208),4/32,0.907082921,0.99999635,0,0,0.570999571,0.055684683,PPIAL4H;PPIAL4A;P3H2;PPIC
GO_Biological_Process_2021,,regulation of DNA repair (GO:0006282),6/45,0.91004064,0.99999635,0,0,0.614806826,0.057955393,EYA1;EYA2;RADX;AXIN2;EGFR;FGF10
GO_Biological_Process_2021,,regulation of cellular component organization (GO:0051128),22/139,0.913127313,0.99999635,0,0,0.750765965,0.068229583,ARHGEF11;CAMK2D;CISH;WNT3A;WNT5A;FAM107A;STON1;DAB2IP;SNCAIP;TNF;ERMN;AGT;SLITRK2;SLITRK4;AGTR1;APOE;RAB17;ROS1;BCAR1;CD177;PACSIN1;PAPPA2
GO_Biological_Process_2021,,organophosphate biosynthetic process (GO:0090407),5/39,0.913616674,0.99999635,0,0,0.587719944,0.053097082,CPS1;MOCOS;ITPKA;MOCS1;IP6K3
GO_Biological_Process_2021,,carnitine shuttle (GO:0006853),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,THRSP
GO_Biological_Process_2021,,cellular response to increased oxygen levels (GO:0036295),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,CAV1
GO_Biological_Process_2021,,cellular response to interleukin-2 (GO:0071352),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,IL2RA
GO_Biological_Process_2021,,copper ion transport (GO:0006825),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,STEAP2
GO_Biological_Process_2021,,"DNA damage response, signal transduction resulting in transcription (GO:0042772)",01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,RPS6KA6
GO_Biological_Process_2021,,establishment of endothelial intestinal barrier (GO:0090557),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,TJP3
GO_Biological_Process_2021,,establishment of epithelial cell apical/basal polarity (GO:0045198),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,EZR
GO_Biological_Process_2021,,glycerolipid metabolic process (GO:0046486),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,DGKB
GO_Biological_Process_2021,,Golgi inheritance (GO:0048313),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,PLK5
GO_Biological_Process_2021,,hepatocyte growth factor receptor signaling pathway (GO:0048012),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,BCAR1
GO_Biological_Process_2021,,inositol phosphate dephosphorylation (GO:0046855),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,INPP5J
GO_Biological_Process_2021,,interleukin-2-mediated signaling pathway (GO:0038110),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,IL2RA
GO_Biological_Process_2021,,interleukin-35-mediated signaling pathway (GO:0070757),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,EBI3
GO_Biological_Process_2021,,mitochondrion morphogenesis (GO:0070584),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,PID1
GO_Biological_Process_2021,,negative regulation of activated T cell proliferation (GO:0046007),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,PDCD1LG2
GO_Biological_Process_2021,,negative regulation of defense response to virus (GO:0050687),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,TSPAN6
GO_Biological_Process_2021,,negative regulation of intracellular estrogen receptor signaling pathway (GO:0033147),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,ZNF366
GO_Biological_Process_2021,,negative regulation of protein localization to cell surface (GO:2000009),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,ACTN2
GO_Biological_Process_2021,,negative regulation of response to cytokine stimulus (GO:0060761),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,PALM3
GO_Biological_Process_2021,,negative regulation of T-helper cell differentiation (GO:0045623),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,SMAD7
GO_Biological_Process_2021,,phosphorylated carbohydrate dephosphorylation (GO:0046838),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,INPP5J
GO_Biological_Process_2021,,positive regulation of ceramide biosynthetic process (GO:2000304),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,TNF
GO_Biological_Process_2021,,positive regulation of histone exchange (GO:1900051),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,H3-4
GO_Biological_Process_2021,,positive regulation of leukocyte apoptotic process (GO:2000108),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,BLK
GO_Biological_Process_2021,,positive regulation of phospholipid transport (GO:2001140),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,APOE
GO_Biological_Process_2021,,positive regulation of sphingolipid biosynthetic process (GO:0090154),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,TNF
GO_Biological_Process_2021,,positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress (GO:1990440),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,CREB3L3
GO_Biological_Process_2021,,protein kinase C-activating G protein-coupled receptor signaling pathway (GO:0007205),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,PARD3
GO_Biological_Process_2021,,protein polyglutamylation (GO:0018095),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,TTLL2
GO_Biological_Process_2021,,rDNA heterochromatin assembly (GO:0000183),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,H3C13
GO_Biological_Process_2021,,"regulation of CD4-positive, alpha-beta T cell proliferation (GO:2000561)",01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,LGALS9B
GO_Biological_Process_2021,,regulation of cytoplasmic transport (GO:1903649),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,ATP9A
GO_Biological_Process_2021,,regulation of histone exchange (GO:1900049),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,H3-4
GO_Biological_Process_2021,,regulation of histone H3-K9 acetylation (GO:2000615),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,CAMK1
GO_Biological_Process_2021,,regulation of inclusion body assembly (GO:0090083),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,SNCAIP
GO_Biological_Process_2021,,regulation of stress-activated protein kinase signaling cascade (GO:0070302),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,GREM1
GO_Biological_Process_2021,,regulation of T cell apoptotic process (GO:0070232),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,PIP
GO_Biological_Process_2021,,regulation of toll-like receptor 2 signaling pathway (GO:0034135),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,ACOD1
GO_Biological_Process_2021,,regulation of toll-like receptor 9 signaling pathway (GO:0034163),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,PTPRS
GO_Biological_Process_2021,,tetrahydrobiopterin metabolic process (GO:0046146),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,NOS3
GO_Biological_Process_2021,,UDP-N-acetylglucosamine biosynthetic process (GO:0006048),01岿 11老,0.914158437,0.99999635,0,0,0.399849962,0.035887085,GFPT2
GO_Biological_Process_2021,,clathrin-dependent endocytosis (GO:0072583),03岿 26老,0.916078082,0.99999635,0,0,0.521380166,0.045700888,SIGLEC1;DLL1;SNAP91
GO_Biological_Process_2021,,histone methylation (GO:0016571),03岿 26老,0.916078082,0.99999635,0,0,0.521380166,0.045700888,PRMT8;SMYD1;FBLL1
GO_Biological_Process_2021,,positive regulation of G1/S transition of mitotic cell cycle (GO:1900087),03岿 26老,0.916078082,0.99999635,0,0,0.521380166,0.045700888,ADAMTS1;EGFR;FGF10
GO_Biological_Process_2021,,positive regulation of microtubule polymerization or depolymerization (GO:0031112),03岿 26老,0.916078082,0.99999635,0,0,0.521380166,0.045700888,NAV3;TRPV4;MET
GO_Biological_Process_2021,,purine-containing compound biosynthetic process (GO:0072522),03岿 26老,0.916078082,0.99999635,0,0,0.521380166,0.045700888,GMPR;AMPD1;PRPS1L1
GO_Biological_Process_2021,,regulation of viral life cycle (GO:1903900),03岿 26老,0.916078082,0.99999635,0,0,0.521380166,0.045700888,HS3ST5;TRIM31;CLEC4G
GO_Biological_Process_2021,,ethanol metabolic process (GO:0006067),02岿 19老,0.917232204,0.99999635,0,0,0.470323397,0.04063341,ADH1B;ADH1A
GO_Biological_Process_2021,,fatty acid transmembrane transport (GO:1902001),02岿 19老,0.917232204,0.99999635,0,0,0.470323397,0.04063341,ABCD2;THRSP
GO_Biological_Process_2021,,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902176),02岿 19老,0.917232204,0.99999635,0,0,0.470323397,0.04063341,PRKN;NME5
GO_Biological_Process_2021,,negative regulation of protein localization to nucleus (GO:1900181),02岿 19老,0.917232204,0.99999635,0,0,0.470323397,0.04063341,OTUD7B;APOD
GO_Biological_Process_2021,,positive regulation of cilium assembly (GO:0045724),02岿 19老,0.917232204,0.99999635,0,0,0.470323397,0.04063341,HAP1;SAXO1
GO_Biological_Process_2021,,Rac protein signal transduction (GO:0016601),02岿 19老,0.917232204,0.99999635,0,0,0.470323397,0.04063341,EPS8;TIAM1
GO_Biological_Process_2021,,regulation of cell-cell adhesion mediated by cadherin (GO:2000047),02岿 19老,0.917232204,0.99999635,0,0,0.470323397,0.04063341,FOXA1;FOXA2
GO_Biological_Process_2021,,regulation of glucose transmembrane transport (GO:0010827),02岿 19老,0.917232204,0.99999635,0,0,0.470323397,0.04063341,NR4A3;FFAR4
GO_Biological_Process_2021,,regulation of stem cell population maintenance (GO:2000036),02岿 19老,0.917232204,0.99999635,0,0,0.470323397,0.04063341,WNT9B;HMGA2
GO_Biological_Process_2021,,regulation of intrinsic apoptotic signaling pathway (GO:2001242),7/52,0.917988203,0.99999635,0,0,0.621559952,0.053187344,LCK;CAV1;NUPR1;SEPTIN4;S100A9;S100A8;NKX3-1
GO_Biological_Process_2021,,positive regulation of organelle organization (GO:0010638),4/33,0.919357374,0.99999635,0,0,0.551275413,0.046351435,SHCBP1L;DOC2B;PLA2G5;PPARGC1A
GO_Biological_Process_2021,,regulation of transforming growth factor beta receptor signaling pathway (GO:0017015),15/100,0.92007611,0.99999635,0,0,0.70477526,0.058706993,HTRA3;CAV1;CIDEA;IL17RD;SMAD7;TGFBR3L;SPRED1;PEG10;ADAMTSL2;NKX2-1;EMILIN1;IL17F;SPRY1;FOLR1;DAND5
GO_Biological_Process_2021,,regulation of DNA metabolic process (GO:0051052),6/46,0.920426338,0.99999635,0,0,0.599399099,0.049701157,RADX;H1-8;PDGFA;IL7R;GRHL2;ZNF365
GO_Biological_Process_2021,,vesicle organization (GO:0016050),6/46,0.920426338,0.99999635,0,0,0.599399099,0.049701157,LAPTM4B;ANXA8L1;ALS2CL;CAV2;HOOK1;CAV1
GO_Biological_Process_2021,,small GTPase mediated signal transduction (GO:0007264),16/106,0.921422457,0.99999635,0,0,0.709950915,0.058100007,DIRAS3;SHC2;SHC3;RRAD;RRAS2;IGF1;KSR2;ADRA2A;RASGRP3;TIAM1;ARHGAP32;GRAP2;PRKD1;RGL1;RAPGEF5;RIN2
GO_Biological_Process_2021,,phosphatidylinositol metabolic process (GO:0046488),17/112,0.922848751,0.99999635,0,0,0.714576423,0.057373287,PDGFRB;CDS1;PLA2G2F;PLA2G4F;PLA2G2D;PLA2G4D;PLA2G4E;PLA2G3;PIK3R3;TPTE;PLA2G5;BMX;PTPN13;INPP5J;PLBD1;PLCG1;IP6K3
GO_Biological_Process_2021,,regulation of microtubule polymerization (GO:0031113),5/40,0.924286044,0.99999635,0,0,0.570892187,0.044948445,CDH5;NAV3;MAP2;TUBB4A;MET
GO_Biological_Process_2021,,positive regulation of protein-containing complex assembly (GO:0031334),18/118,0.924333036,0.99999635,0,0,0.718734304,0.056552059,UNC13B;HRK;CSF2;DAB2IP;NRG1;CXCL13;TNF;CDH5;FERMT1;TCL1A;TPPP3;IL5;TPPP2;IFNG;TAL1;TPPP;TRABD2B;FERMT2
GO_Biological_Process_2021,,fatty acid oxidation (GO:0019395),8/59,0.925356489,0.99999635,0,0,0.626704389,0.048617359,PECR;ABCD2;ACADL;ADIPOQ;ALOX15;HAO1;HAO2;PPARGC1A
GO_Biological_Process_2021,,positive regulation of protein localization to membrane (GO:1905477),15/101,0.926767602,0.99999635,0,0,0.69653643,0.052973298,DPP10;PRKN;LRP1;STAC;ARHGEF16;ANK3;SLC51B;TNF;EGFR;NKD2;IFNG;WNK3;AGR2;TP63;EPHA2
GO_Biological_Process_2021,,negative regulation of cysteine-type endopeptidase activity (GO:2000117),7/53,0.9270589,0.99999635,0,0,0.608009669,0.046049544,NGFR;AVP;TNF;MT3;PAX2;AQP1;LTF
GO_Biological_Process_2021,,regulation of DNA replication (GO:0006275),7/53,0.9270589,0.99999635,0,0,0.608009669,0.046049544,ACVRL1;GDF2;GMNC;GLI1;EGFR;GLI2;EREG
GO_Biological_Process_2021,,apoptotic process (GO:0006915),38/231,0.927719444,0.99999635,0,0,0.785527276,0.058934903,APP;PDE1B;CGB7;IFNA2;CXCR4;DUX4;IFIT2;TP53AIP1;CASP12;ATCAY;ERBB3;CD14;PHLDA2;RNF152;TP63;BCL2L14;NGFR;EGLN3;GSDMA;DCC;TNFSF12;GML;MX1;PAWR;SEPTIN4;GDF6;ALOX15B;NFKBIA;CD2;FAP;ADORA2A;IFNG;IL2RA;DDIT4;MAL;NOX5;IAPP;SCN2A
GO_Biological_Process_2021,,melanosome organization (GO:0032438),03岿 27老,0.928350632,0.99999635,0,0,0.499624719,0.03714499,TYRP1;ASIP;SHROOM2
GO_Biological_Process_2021,,positive regulation of erythrocyte differentiation (GO:0045648),03岿 27老,0.928350632,0.99999635,0,0,0.499624719,0.03714499,TAL1;INHBA;GATA1
GO_Biological_Process_2021,,protein peptidyl-prolyl isomerization (GO:0000413),03岿 27老,0.928350632,0.99999635,0,0,0.499624719,0.03714499,PPIAL4H;PPIAL4A;PPIC
GO_Biological_Process_2021,,regulation of toll-like receptor signaling pathway (GO:0034121),03岿 27老,0.928350632,0.99999635,0,0,0.499624719,0.03714499,NLRP2B;TLR5;LGR4
GO_Biological_Process_2021,,cellular response to amino acid stimulus (GO:0071230),4/34,0.930157128,0.99999635,0,0,0.5328662,0.038580447,GLRA1;GLRA2;SPAAR;SH3BP4
GO_Biological_Process_2021,,histone lysine methylation (GO:0034968),4/34,0.930157128,0.99999635,0,0,0.5328662,0.038580447,PRDM5;SMYD1;DYDC2;DYDC1
GO_Biological_Process_2021,,positive regulation of telomerase activity (GO:0051973),4/34,0.930157128,0.99999635,0,0,0.5328662,0.038580447,GREM1;PARM1;GRHL2;MAPK15
GO_Biological_Process_2021,,regulation of lamellipodium assembly (GO:0010591),4/34,0.930157128,0.99999635,0,0,0.5328662,0.038580447,DMTN;PLXNB3;SLIT2;EPHA2
GO_Biological_Process_2021,,Ras protein signal transduction (GO:0007265),22/142,0.930547913,0.99999635,0,0,0.731858555,0.052680432,ROPN1B;ARHGEF11;NGFR;SHC2;SHC3;PLEKHG7;PLEKHG5;ARHGDIG;ARHGAP29;RRAS2;IGF1;KSR2;ARHGAP6;ADRA2A;RASGRP3;EPS8;TIAM1;GRAP2;CDC42EP4;AGTR1;PRKD1;EPS8L3
GO_Biological_Process_2021,,cellular modified amino acid biosynthetic process (GO:0042398),02岿 20老,0.930918787,0.99999635,0,0,0.444166528,0.031794878,GATM;PLOD2
GO_Biological_Process_2021,,cellular response to nitrogen compound (GO:1901699),02岿 20老,0.930918787,0.99999635,0,0,0.444166528,0.031794878,CPS1;NR1H4
GO_Biological_Process_2021,,cortical actin cytoskeleton organization (GO:0030866),02岿 20老,0.930918787,0.99999635,0,0,0.444166528,0.031794878,FHOD3;TNF
GO_Biological_Process_2021,,folic acid-containing compound metabolic process (GO:0006760),02岿 20老,0.930918787,0.99999635,0,0,0.444166528,0.031794878,ALDH1L1;FTCD
GO_Biological_Process_2021,,miRNA metabolic process (GO:0010586),02岿 20老,0.930918787,0.99999635,0,0,0.444166528,0.031794878,LIN28B;LIN28A
GO_Biological_Process_2021,,positive regulation of cyclin-dependent protein kinase activity (GO:1904031),02岿 20老,0.930918787,0.99999635,0,0,0.444166528,0.031794878,PROX1;EGFR
GO_Biological_Process_2021,,positive regulation of lymphocyte differentiation (GO:0045621),02岿 20老,0.930918787,0.99999635,0,0,0.444166528,0.031794878,ZAP70;IL7
GO_Biological_Process_2021,,regulation of hippo signaling (GO:0035330),02岿 20老,0.930918787,0.99999635,0,0,0.444166528,0.031794878,WWC2;SHANK2
GO_Biological_Process_2021,,regulation of lymphocyte differentiation (GO:0045619),02岿 20老,0.930918787,0.99999635,0,0,0.444166528,0.031794878,CD2;IKZF3
GO_Biological_Process_2021,,regulation of nuclear division (GO:0051783),02岿 20老,0.930918787,0.99999635,0,0,0.444166528,0.031794878,CAV2;CCDC8
GO_Biological_Process_2021,,regulation of protein modification by small protein conjugation or removal (GO:1903320),02岿 20老,0.930918787,0.99999635,0,0,0.444166528,0.031794878,PRKN;EGR1
GO_Biological_Process_2021,,negative regulation of apoptotic signaling pathway (GO:2001234),11/78,0.931221671,0.99999635,0,0,0.655769785,0.046728798,PRKN;CX3CR1;BMP4;AR;ASAH2;BDNF;FZD9;AVP;IGF1;TNF;CX3CL1
GO_Biological_Process_2021,,amino sugar biosynthetic process (GO:0046349),01岿 12老,0.93133585,0.99999635,0,0,0.363477233,0.025856071,GFPT2
GO_Biological_Process_2021,,C-terminal protein amino acid modification (GO:0018410),01岿 12老,0.93133585,0.99999635,0,0,0.363477233,0.025856071,FOLH1
GO_Biological_Process_2021,,carboxylic acid catabolic process (GO:0046395),01岿 12老,0.93133585,0.99999635,0,0,0.363477233,0.025856071,PON1
GO_Biological_Process_2021,,cellular response to fluid shear stress (GO:0071498),01岿 12老,0.93133585,0.99999635,0,0,0.363477233,0.025856071,ASS1
